Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity,Sales,Order ID,Price
21222,Not Specified,0.01,218.08,18.06,290,Sara O'Connor,Regular Air,Small Business,Furniture,Chairs & Chairmats,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",0.57,West,Colorado,Loveland,80538,9/25/2013,9/26/2013,3282.5196,22,4996.96,90843,"₹ 4,797.76"
26178,High,0.09,81.32,0.99,291,Norma Oliver,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Kensington 4 Outlet MasterPiece® Compact Power Control Center,0.57,West,Colorado,Northglenn,80233,06-08-2012,06-09-2012,520.8189,10,754.81,90839,₹ 813.20
26179,High,0.06,3.71,1.93,291,Norma Oliver,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"""While you Were Out"" Message Book, One Form per Page",0.35,West,Colorado,Northglenn,80233,06-08-2012,06-08-2012,-0.248,5,18.88,90839,₹ 18.55
26180,High,0.06,6.48,5.94,291,Norma Oliver,Regular Air,Small Business,Office Supplies,Paper,Small Box,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",0.37,West,Colorado,Northglenn,80233,06-08-2012,06-09-2012,-61.536,15,98.41,90839,₹ 97.20
22952,Critical,0.08,5.28,6.26,291,Norma Oliver,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1928,0.4,West,Colorado,Northglenn,80233,11-12-2012,11/13/2012,15.416,18,93.68,90841,₹ 95.04
22953,Critical,0.01,59.76,9.71,291,Norma Oliver,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",0.57,West,Colorado,Northglenn,80233,11-12-2012,11/14/2012,1044.956,32,1901.37,90841,"₹ 1,912.32"
26181,High,0.01,18.97,9.03,292,Brian Meadows,Regular Air,Small Business,Office Supplies,Paper,Small Box,Computer Printout Paper with Letter-Trim Perforations,0.37,West,Colorado,Parker,80134,06-08-2012,06-10-2012,112.8,19,360.64,90839,₹ 360.43
26182,High,0.09,31.98,6.72,292,Brian Meadows,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,0.75,West,Colorado,Parker,80134,06-08-2012,06-09-2012,-46.384,2,63.8,90839,₹ 63.96
19425,Not Specified,0.04,90.97,14,294,Rose Reed,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,0.36,East,Connecticut,Greenwich,6830,7/14/2012,7/16/2012,15.36,3,266.66,87392,₹ 272.91
19402,Medium,0.09,33.98,19.99,295,Gloria Quinn,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Linden® 12"" Wall Clock With Oak Frame",0.55,East,Connecticut,Naugatuck,6770,11/29/2011,11/29/2011,2.4,12,395.61,87391,₹ 407.76
23864,Medium,0.1,120.98,9.07,296,Seth Rosenberg,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Electric Binding Machine,0.35,East,Connecticut,Norwalk,6855,12/19/2013,12/21/2013,1419.9303,18,2057.87,87395,"₹ 2,177.64"
19403,Medium,0.02,8.6,6.19,297,Stacy Price,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,0.38,East,Maine,Sanford,4073,11/29/2011,12-01-2011,12.0428,41,357.74,87391,₹ 352.60
19426,Not Specified,0.02,44.43,46.59,298,Eugene Terrell,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Hon 61000 Series Interactive Training Tables,0.67,East,Massachusetts,Palmer,1069,7/14/2012,7/16/2012,33.98895,2,103.88,87392,₹ 88.86
23170,High,0.05,10.89,4.5,299,Joshua Underwood,Express Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 6 Outlet Metallic Surge Strip,0.59,East,Massachusetts,Somerset,2725,09-10-2011,09-11-2011,-7.04,2,29.22,87390,₹ 21.78
24425,Low,0.06,6.48,7.86,300,Larry W Lehman,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 213,0.37,East,New Hampshire,Dover,3820,08-07-2013,08-11-2013,-5.64768,1,10.08,87393,₹ 6.48
18286,Not Specified,0.09,136.98,24.49,301,Valerie Whitfield,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",0.59,East,Pennsylvania,West Mifflin,15122,09-06-2013,09-06-2013,995.436,14,1810.18,87394,"₹ 1,917.72"
18287,Not Specified,0.01,399.98,12.06,301,Valerie Whitfield,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,0.56,East,Pennsylvania,West Mifflin,15122,09-06-2013,09-07-2013,5096.5401,19,7386.29,87394,"₹ 7,599.62"
21805,Critical,0.01,10.97,6.5,303,Bill Bowers Li,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Micro Innovations 104 Keyboard,0.64,Central,Illinois,Tinley Park,60477,02-08-2013,02-10-2013,-154.66,12,134.56,86133,₹ 131.64
23746,Medium,0.06,122.99,70.2,303,Bill Bowers Li,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",0.74,Central,Illinois,Tinley Park,60477,03-12-2013,3/14/2013,-1775.83,9,1068.45,86134,"₹ 1,106.91"
18049,High,0.07,208.16,68.02,303,Bill Bowers Li,Delivery Truck,Consumer,Office Supplies,Appliances,Jumbo Drum,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",0.58,Central,Illinois,Tinley Park,60477,10-01-2013,10-02-2013,457.81,26,5371.4,86135,"₹ 5,412.16"
18050,High,0.01,8.69,2.99,303,Bill Bowers Li,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",0.39,Central,Illinois,Tinley Park,60477,10-01-2013,10-03-2013,46.7075,14,126.81,86135,₹ 121.66
20621,Low,0.05,90.97,14,304,Alexandra Duke,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,0.36,East,Maryland,Parkville,21234,2/27/2013,03-05-2013,503.2377,8,729.33,87066,₹ 727.76
20672,High,0.06,179.29,29.21,304,Alexandra Duke,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,"Bevis Round Conference Table Top, X-Base",0.74,East,Maryland,Parkville,21234,2/27/2013,03-01-2013,-433.290143,12,2151.35,87066,"₹ 2,151.48"
18224,High,0.07,65.99,8.99,304,Alexandra Duke,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,SC-3160,0.59,East,Maryland,Parkville,21234,10/14/2013,10/17/2013,239.4,21,1121.39,87069,"₹ 1,385.79"
21410,Medium,0.06,350.99,39,305,Gayle Christian,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Global Leather Executive Chair,0.55,East,Maryland,Perry Hall,21128,05-11-2011,5/13/2011,3057.7212,13,4431.48,87058,"₹ 4,562.87"
20932,Low,0.02,48.58,3.99,305,Gayle Christian,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Belkin Premiere Surge Master II 8-outlet surge protector,0.56,East,Maryland,Perry Hall,21128,9/19/2011,9/21/2011,299.35,10,492.18,87060,₹ 485.80
20933,Low,0.03,205.99,8.99,305,Gayle Christian,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 8000,0.6,East,Maryland,Perry Hall,21128,9/19/2011,9/21/2011,-522.995,3,540.09,87060,₹ 617.97
22216,High,0,6.37,5.19,305,Gayle Christian,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.38,East,Maryland,Perry Hall,21128,01-06-2012,01-07-2012,-89.65262,13,85.07,87062,₹ 82.81
22217,High,0.1,500.98,26,305,Gayle Christian,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,0.6,East,Maryland,Perry Hall,21128,01-06-2012,01-08-2012,2590.3004,9,4179.68,87062,"₹ 4,508.82"
22189,Critical,0,15.01,8.4,305,Gayle Christian,Express Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",0.39,East,Maryland,Perry Hall,21128,7/22/2013,7/23/2013,-7.834536,4,66.04,87068,₹ 60.04
23302,High,0.01,8.33,1.99,306,Thomas McAllister,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,East,Maryland,Pikesville,21208,8/14/2010,8/15/2010,15.8952,8,70.16,87057,₹ 66.64
23303,High,0.04,85.99,0.99,306,Thomas McAllister,Regular Air,Small Business,Technology,Telephones and Communication,Wrap Bag,Accessory34,0.55,East,Maryland,Pikesville,21208,8/14/2010,8/16/2010,855.9933,17,1240.57,87057,"₹ 1,461.83"
22708,Low,0.1,9.85,4.82,306,Thomas McAllister,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Lumber Crayons,0.47,East,Maryland,Pikesville,21208,06-06-2012,06-10-2012,-21.72,9,81.85,87063,₹ 88.65
22561,Medium,0.1,70.89,89.3,306,Thomas McAllister,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,KI Conference Tables,0.69,East,Maryland,Pikesville,21208,12/19/2012,12/19/2012,81.346275,19,1355.05,87064,"₹ 1,346.91"
23335,Critical,0.1,21.98,8.32,306,Thomas McAllister,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,Standard Line™ “While You Were Out” Hardbound Telephone Message Book,0.39,East,Maryland,Pikesville,21208,3/30/2013,04-02-2013,24.2,4,87.04,87067,₹ 87.92
24148,High,0.07,11.58,6.97,307,Roy Love,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",0.35,East,Maryland,Potomac,20854,5/26/2011,5/26/2011,-2.23,18,206.1,87059,₹ 208.44
24149,High,0,15.31,8.78,307,Roy Love,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,0.57,East,Maryland,Potomac,20854,5/26/2011,5/27/2011,-43.22,7,117.91,87059,₹ 107.17
23686,Not Specified,0.1,160.98,30,307,Roy Love,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,East,Maryland,Potomac,20854,10-06-2011,10-07-2011,267.4072,14,2103.2,87061,"₹ 2,253.72"
23687,Not Specified,0,119.99,56.14,307,Roy Love,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,0.39,East,Maryland,Potomac,20854,10-06-2011,10-08-2011,-15.569172,7,923.29,87061,₹ 839.93
23688,Not Specified,0.02,35.99,5,307,Roy Love,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,Accessory27,0.85,East,Maryland,Potomac,20854,10-06-2011,10-08-2011,-121.09284,15,483.05,87061,₹ 539.85
24816,Critical,0.01,15.04,1.97,307,Roy Love,Express Air,Consumer,Office Supplies,Paper,Wrap Bag,White GlueTop Scratch Pads,0.39,East,Maryland,Potomac,20854,12/20/2012,12/20/2012,255.7278,24,370.62,87065,₹ 360.96
23730,Low,0.04,100.98,35.84,307,Roy Love,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",0.62,East,Maryland,Potomac,20854,10/29/2013,10/31/2013,-159.21,8,808.96,87070,₹ 807.84
5302,High,0.01,8.33,1.99,308,Glen Caldwell,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,West,Washington,Seattle,98115,8/14/2010,8/15/2010,10.74,32,280.62,37760,₹ 266.56
3410,Medium,0.06,350.99,39,308,Glen Caldwell,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Global Leather Executive Chair,0.55,West,Washington,Seattle,98115,05-11-2011,5/13/2011,3325.03,54,18407.67,24356,"₹ 18,953.46"
6148,High,0.07,11.58,6.97,308,Glen Caldwell,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",0.35,West,Washington,Seattle,98115,5/26/2011,5/26/2011,-2.23,71,812.96,43526,₹ 822.18
6149,High,0,15.31,8.78,308,Glen Caldwell,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,0.57,West,Washington,Seattle,98115,5/26/2011,5/27/2011,-43.22,28,471.62,43526,₹ 428.68
2932,Low,0.02,48.58,3.99,308,Glen Caldwell,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Belkin Premiere Surge Master II 8-outlet surge protector,0.56,West,Washington,Seattle,98115,9/19/2011,9/21/2011,299.35,40,1968.73,21249,"₹ 1,943.20"
5687,Not Specified,0,119.99,56.14,308,Glen Caldwell,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,0.39,West,Washington,Seattle,98115,10-06-2011,10-08-2011,-17.29908,29,3825.05,40194,"₹ 3,479.71"
5688,Not Specified,0.02,35.99,5,308,Glen Caldwell,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,Accessory27,0.85,West,Washington,Seattle,98115,10-06-2011,10-08-2011,-134.5476,61,1964.4,40194,"₹ 2,195.39"
4216,High,0,6.37,5.19,308,Glen Caldwell,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.38,West,Washington,Seattle,98115,01-06-2012,01-07-2012,-115.6808,53,346.83,29958,₹ 337.61
4217,High,0.1,500.98,26,308,Glen Caldwell,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,0.6,West,Washington,Seattle,98115,01-06-2012,01-08-2012,1363.316,36,16718.7,29958,"₹ 18,035.28"
4708,Low,0.1,9.85,4.82,308,Glen Caldwell,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Lumber Crayons,0.47,West,Washington,Seattle,98115,06-06-2012,06-10-2012,-27.15,35,318.32,33540,₹ 344.75
4561,Medium,0.1,70.89,89.3,308,Glen Caldwell,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,KI Conference Tables,0.69,West,Washington,Seattle,98115,12/19/2012,12/19/2012,54.23085,74,5277.58,32450,"₹ 5,245.86"
6816,Critical,0.01,15.04,1.97,308,Glen Caldwell,Express Air,Consumer,Office Supplies,Paper,Wrap Bag,White GlueTop Scratch Pads,0.39,West,Washington,Seattle,98115,12/20/2012,12/20/2012,327.45,94,1451.6,48515,"₹ 1,413.76"
2621,Low,0.05,90.97,14,308,Glen Caldwell,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,0.36,West,Washington,Seattle,98115,2/27/2013,03-05-2013,1101.9,33,3008.5,18950,"₹ 3,002.01"
2672,High,0.06,179.29,29.21,308,Glen Caldwell,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,"Bevis Round Conference Table Top, X-Base",0.74,West,Washington,Seattle,98115,2/27/2013,03-01-2013,-433.290143,46,8246.86,19332,"₹ 8,247.34"
5335,Critical,0.1,21.98,8.32,308,Glen Caldwell,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,Standard Line™ “While You Were Out” Hardbound Telephone Message Book,0.39,West,Washington,Seattle,98115,3/30/2013,04-02-2013,24.2,14,304.65,37895,₹ 307.72
4189,Critical,0,15.01,8.4,308,Glen Caldwell,Express Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",0.39,West,Washington,Seattle,98115,7/22/2013,7/23/2013,-8.5905,14,231.13,29764,₹ 210.14
5303,High,0.04,85.99,0.99,308,Glen Caldwell,Regular Air,Small Business,Technology,Telephones and Communication,Wrap Bag,Accessory34,0.55,West,Washington,Seattle,98115,8/14/2013,8/16/2013,897.867,76,5546.06,37760,"₹ 6,535.24"
2933,Low,0.03,205.99,8.99,308,Glen Caldwell,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 8000,0.6,West,Washington,Seattle,98115,9/19/2013,9/21/2013,-522.995,15,2700.43,21249,"₹ 3,089.85"
5686,Not Specified,0.1,160.98,30,308,Glen Caldwell,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,West,Washington,Seattle,98115,10-06-2013,10-07-2013,290.66,63,9464.39,40194,"₹ 10,141.74"
224,High,0.07,65.99,8.99,308,Glen Caldwell,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,SC-3160,0.59,West,Washington,Seattle,98115,10/14/2013,10/17/2013,239.4,84,4485.54,1447,"₹ 5,543.16"
5730,Low,0.04,100.98,35.84,308,Glen Caldwell,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",0.62,West,Washington,Seattle,98115,10/29/2013,10/31/2013,-159.21,34,3438.06,40672,"₹ 3,433.32"
26167,Medium,0,420.98,19.99,310,Florence Clayton,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 200 Manual Binding Machine,0.35,West,California,Lawndale,90260,05-11-2011,5/13/2011,416.0155,2,867.22,89830,₹ 841.96
26168,Medium,0.02,6.48,9.68,310,Florence Clayton,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1993,0.36,West,California,Lawndale,90260,05-11-2011,05-12-2011,-238.45,16,110.21,89830,₹ 103.68
26041,Critical,0.09,7.68,6.16,310,Florence Clayton,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Strips,0.35,West,California,Lawndale,90260,5/14/2012,5/15/2012,-56.1085,9,67.1,89831,₹ 69.12
19212,Low,0.09,9.99,6.24,310,Florence Clayton,Express Air,Consumer,Technology,Office Machines,Medium Box,Canon F603 Scientific Calculator,0.36,West,California,Lawndale,90260,8/20/2012,8/27/2012,-8.419164,7,78.82,89832,₹ 69.93
22998,Critical,0.03,4.82,5.72,310,Florence Clayton,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,Magna Visual Magnetic Picture Hangers,0.47,West,California,Lawndale,90260,11-10-2012,11-11-2012,28.848,37,179.64,89833,₹ 178.34
21637,Medium,0.08,5.78,4.96,310,Florence Clayton,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1899,0.36,West,California,Lawndale,90260,6/22/2013,6/23/2013,-57.16,18,104.28,89834,₹ 104.04
26169,Medium,0.07,36.55,13.89,311,Caroline Ingram,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",0.41,West,California,Lemon Grove,91945,05-11-2011,5/13/2011,202.68,17,588.55,89830,₹ 621.35
24437,Low,0.01,37.94,5.08,313,Ruth Stout,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",0.38,West,California,Foster City,94404,7/21/2011,7/26/2011,156.4989,6,226.81,89168,₹ 227.64
25361,Not Specified,0.05,320.98,58.95,313,Ruth Stout,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,0.57,West,California,Foster City,94404,09-10-2011,09-11-2011,803.48,10,3076.1,89169,"₹ 3,209.80"
23047,Not Specified,0.05,6.23,6.97,313,Ruth Stout,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Hole Reinforcements,0.36,West,California,Foster City,94404,03-03-2013,03-05-2013,-74.4395,5,33.62,89170,₹ 31.15
24263,Medium,0.09,810.98,16.06,313,Ruth Stout,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Okidata ML591 Wide Format Dot Matrix Printer,0.56,West,California,Foster City,94404,08-07-2013,08-09-2013,7628.0328,14,11055.12,89172,"₹ 11,353.72"
21165,Low,0.1,110.98,35,313,Ruth Stout,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,"Carina Mini System Audio Rack, Model AR050B",0.82,West,California,Foster City,94404,12-07-2013,12-12-2013,-79.03056,1,119.38,89173,₹ 110.98
18853,Medium,0.04,1637.53,24.49,314,Ruby Gibbons,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Medium Box,High Speed Automatic Electric Letter Opener,0.81,Central,Illinois,Forest Park,60130,3/20/2010,3/22/2010,-1759.58,2,3206.94,89166,"₹ 3,275.06"
19017,Medium,0.05,15.67,1.39,314,Ruby Gibbons,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",0.38,Central,Illinois,Forest Park,60130,06-08-2011,06-09-2011,197.1123,19,285.67,89167,₹ 297.73
19551,Medium,0.05,43.41,2.99,314,Ruby Gibbons,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Satellite Sectional Post Binders,0.39,Central,Illinois,Forest Park,60130,3/17/2013,3/18/2013,58.6155,2,84.95,89171,₹ 86.82
18852,Medium,0.01,19.98,4,315,Benjamin Kaufman,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,0.68,East,Massachusetts,Belchertown,1007,3/20/2010,3/20/2010,-72.23,2,43.08,89166,₹ 39.96
18032,Not Specified,0.09,7.38,5.21,317,Katherine Kearney,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon® Expressions™ Wood Desk Accessories, Oak",0.56,West,California,Lemon Grove,91945,6/17/2010,6/18/2010,-27.16,9,66.55,86041,₹ 66.42
18033,Not Specified,0.04,5.98,5.15,317,Katherine Kearney,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 193,0.36,West,California,Lemon Grove,91945,6/17/2010,6/18/2010,-52.344,17,103.49,86041,₹ 101.66
18034,Not Specified,0.04,15.42,10.68,317,Katherine Kearney,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Decoflex Hanging Personal Folder File, Blue",0.58,West,California,Lemon Grove,91945,6/17/2010,6/18/2010,-119.936,12,192.18,86041,₹ 185.04
23044,Not Specified,0.05,280.98,57,317,Katherine Kearney,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,0.78,West,California,Lemon Grove,91945,11/17/2013,11/19/2013,207.988,5,1475.58,86044,"₹ 1,404.90"
23045,Not Specified,0.09,14.03,9.37,317,Katherine Kearney,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Project Tote Personal File,0.56,West,California,Lemon Grove,91945,11/17/2013,11/18/2013,105.15168,43,562.88,86044,₹ 603.29
23334,Not Specified,0.04,29.99,5.5,318,Timothy Barker,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Logitech Cordless Access Keyboard,0.51,East,New Jersey,Irvington,7111,11/24/2012,11/25/2012,56.518,12,374.38,86042,₹ 359.88
24150,Not Specified,0.05,4.98,4.72,319,Jenny Henry,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1949,0.36,East,New Jersey,Maple Shade,8052,5/14/2013,5/15/2013,-55.54,9,44.47,86043,₹ 44.82
20641,Low,0.04,8.33,1.99,321,Arthur Lowe Nash,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,East,Maryland,Potomac,20854,10-04-2010,10-09-2010,9.9268,11,89.76,91057,₹ 91.63
25670,High,0.03,31.74,12.62,322,Regina Kelley,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC Wire Binding Strips,0.37,East,Maryland,Randallstown,21133,02-11-2013,02-12-2013,174.7175,8,264.34,91058,₹ 253.92
24411,Critical,0,3.58,5.47,324,Lester Stuart,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Poly Binder Pockets,0.37,Central,Minnesota,Roseville,55113,08-09-2011,08-10-2011,-35.09662,9,36.74,91524,₹ 32.22
22879,Not Specified,0.01,10.23,4.68,324,Lester Stuart,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Box Cutter Scissors,0.59,Central,Minnesota,Roseville,55113,11-01-2011,11-02-2011,2.042,39,426.6,91525,₹ 398.97
25569,Critical,0.01,195.99,3.99,324,Lester Stuart,Express Air,Corporate,Technology,Telephones and Communication,Small Box,CF 888,0.59,Central,Minnesota,Roseville,55113,6/22/2012,6/22/2012,-42.9528,5,838.18,91526,₹ 979.95
25809,Low,0,306.14,26.53,324,Lester Stuart,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Okidata ML184 Turbo Dot Matrix Printers,0.56,Central,Minnesota,Roseville,55113,11/19/2012,11/26/2012,9195.975,41,13327.5,91527,"₹ 12,551.74"
23876,Critical,0.02,12.98,3.14,324,Lester Stuart,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme® 8"" Straight Scissors",0.6,Central,Minnesota,Roseville,55113,12-03-2013,12-05-2013,128.92672,25,325.97,91528,₹ 324.50
25111,Not Specified,0.06,7.99,5.03,326,Brenda May,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,0.6,Central,Illinois,Batavia,60510,12-09-2010,12-10-2010,-29.172,4,28.46,90973,₹ 31.96
21052,Low,0.08,51.75,19.99,326,Brenda May,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",0.55,Central,Illinois,Batavia,60510,04-01-2011,04-08-2011,135.79,5,249.95,90974,₹ 258.75
21053,Low,0.1,55.29,5.08,326,Brenda May,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Recycled Steel Personal File for Standard File Folders,0.59,Central,Illinois,Batavia,60510,04-01-2011,04-03-2011,103.38,4,204.3,90974,₹ 221.16
20487,Not Specified,0.08,130.98,30,326,Brenda May,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",0.78,Central,Illinois,Batavia,60510,8/28/2013,8/30/2013,-218.07168,14,1719.45,90976,"₹ 1,833.72"
20455,Medium,0.02,8.33,1.99,327,Sherri McKinney,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,Central,Oklahoma,Bartlesville,74006,9/25/2011,9/27/2011,21.07,10,89.11,90975,₹ 83.30
20456,Medium,0,30.98,6.5,327,Sherri McKinney,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Logitech Internet Navigator Keyboard,0.79,Central,Oklahoma,Bartlesville,74006,9/25/2011,9/26/2011,-109.91,5,160.71,90975,₹ 154.90
